mun_type;municipality;region;barbershop;bath;museams;cafe;pop;year;oktmo;type;count
Городское поселение;Остров;Псковская область;43;43;1;673;NA;2013;58633101;0;9
Городское поселение;Палкино;Псковская область;3;56;NA;NA;NA;2013;58637151;0;9
Городское поселение;Печоры;Псковская область;24;50;NA;699;NA;2013;58640101;0;9
Городское поселение;Плюсса;Псковская область;4;40;NA;98;NA;2013;58643151;0;9
Городское поселение;Заплюсье;Псковская область;NA;34;NA;30;NA;2013;58643158;0;9
Городское поселение;Порхов;Псковская область;12;35;1;492;NA;2013;58647101;0;9
Городское поселение;Пустошка;Псковская область;10;25;1;178;NA;2013;58650101;0;9
Городское поселение;Пушкиногорье (с 2010 г. объединены городское поселение Пушкинские Горы, Зарецкая и Пушкиногорская волости);Псковская область;7;81;1;698;NA;2013;58651152;0;9
Городское поселение;Пыталово;Псковская область;9;50;2;160;NA;2013;58653101;0;9
Городское поселение;Себеж;Псковская область;11;38;1;275;NA;2013;58654101;0;9
