"unique_id","electoral_cycle","lag_local_ur_percent","region_ur_percent","n_fraud","n_polling_station"
"WOCua_WZGML_2","2011-2016",73.3333333333333,69.2307692307692,0,12
"WOCua_WZGML_3","2016-2021",66.6666666666667,83.3333333333333,0,11
"ws1Xz_3IXzc_2","2011-2016",75,62,2,15
"ws1Xz_3IXzc_3","2016-2021",80,80,1,15
"ws1Xz_BZi1n_2","2011-2016",65,62,0,17
"ws1Xz_BZi1n_3","2016-2021",90,80,0,17
"ws1Xz_dfXVw_2","2011-2016",33.3333333333333,62,0,12
"ws1Xz_dfXVw_3","2016-2021",86.6666666666667,80,0,12
"ws1Xz_f1hux_2","2011-2016",90,62,0,5
"ws1Xz_f1hux_3","2016-2021",20,80,0,5
"ws1Xz_ibiO2_2","2011-2016",75,62,0,8
"ws1Xz_ibiO2_3","2016-2021",87.5,80,0,8
"ws1Xz_iFNZG_2","2011-2016",75.7575757575758,62,1,25
"ws1Xz_iFNZG_3","2016-2021",96.969696969697,80,0,25
"ws1Xz_NVn04_2","2011-2016",20,62,0,7
"ws1Xz_NVn04_3","2016-2021",33.3333333333333,80,0,7
"ws1Xz_O5lOr_2","2011-2016",80,62,0,7
"ws1Xz_O5lOr_3","2016-2021",86.6666666666667,80,0,5
"ws1Xz_oMwya_2","2016-2021",95,80,0,20
"ws1Xz_OQv4A_2","2011-2016",80,62,0,12
"ws1Xz_OQv4A_3","2016-2021",80,80,0,12
"ws1Xz_PL71w_2","2011-2016",72.2222222222222,62,1,9
"ws1Xz_PL71w_3","2016-2021",88.8888888888889,80,0,9
"ws1Xz_Sypvz_2","2011-2016",68.75,62,0,2
"ws1Xz_Sypvz_3","2016-2021",100,80,0,5
"ws1Xz_V6alB_2","2011-2016",25,62,0,8
"ws1Xz_V6alB_3","2016-2021",56.25,80,0,8
"ws1Xz_WBlD8_2","2011-2016",40,62,1,4
"ws1Xz_WBlD8_3","2016-2021",100,80,3,18
"ws1Xz_ZE3pu_2","2011-2016",65,62,0,22
"ws1Xz_ZE3pu_3","2016-2021",90,80,1,22
"wTtMC_1GNkk_2","2016-2021",75,85.7142857142857,3,28
"wTtMC_1rYER_2","2011-2016",65.7142857142857,95,9,23
"wTtMC_1rYER_3","2016-2021",77.1428571428572,85.7142857142857,13,25
"wTtMC_1uuqi_2","2011-2016",91.1764705882353,95,5,26
"wTtMC_1uuqi_3","2016-2021",82.3529411764706,85.7142857142857,4,28
"wTtMC_21O8B_2","2011-2016",73.3333333333333,95,0,17
"wTtMC_21O8B_3","2016-2021",60,85.7142857142857,0,17
"wTtMC_6vIkm_2","2011-2016",65.7142857142857,95,2,19
"wTtMC_6vIkm_3","2016-2021",71.4285714285714,85.7142857142857,7,19
"wTtMC_79abi_2","2007-2011",0,87.1428571428571,1,35
"wTtMC_79abi_3","2011-2016",90,95,2,36
"wTtMC_7ueyq_3","2011-2016",75.7575757575758,95,2,18
"wTtMC_7ueyq_4","2016-2021",78.7878787878788,85.7142857142857,1,18
"wTtMC_9G5Ns_3","2011-2016",73.3333333333333,95,12,19
"wTtMC_9G5Ns_4","2016-2021",100,85.7142857142857,6,19
"wTtMC_bKE0n_2","2011-2016",88.5714285714286,95,3,22
"wTtMC_bKE0n_3","2016-2021",74.2857142857143,85.7142857142857,0,22
"wTtMC_hwf4k_2","2016-2021",85,85.7142857142857,18,32
"wTtMC_J4ftN_2","2007-2011",64.7058823529412,87.1428571428571,5,37
"wTtMC_J4ftN_4","2016-2021",100,85.7142857142857,11,35
"wTtMC_KaUKv_2","2007-2011",41.6666666666667,87.1428571428571,48,209
"wTtMC_KaUKv_3","2011-2016",90,95,3,15
"wTtMC_M5FPN_2","2011-2016",60,95,0,31
"wTtMC_M5FPN_3","2016-2021",82.8571428571429,85.7142857142857,3,31
"wTtMC_qt0wt_2","2011-2016",76.9230769230769,95,1,17
"wTtMC_qt0wt_3","2016-2021",75,85.7142857142857,6,14
"wTtMC_RZkfV_2","2016-2021",95,85.7142857142857,33,34
"wTtMC_u4Ak5_2","2007-2011",0,87.1428571428571,0,39
"wTtMC_u4Ak5_3","2011-2016",65,95,0,39
"wTtMC_u4Ak5_4","2016-2021",90,85.7142857142857,0,40
"wTtMC_VWEeA_2","2011-2016",72,95,2,10
"wTtMC_VWEeA_3","2016-2021",88,85.7142857142857,7,10
"wTtMC_WeAPC_2","2011-2016",80,95,0,18
"wTtMC_WeAPC_3","2016-2021",75,85.7142857142857,6,18
"wTtMC_Y5Kyb_2","2011-2016",88.5714285714286,95,1,24
"wTtMC_Y5Kyb_3","2016-2021",82.8571428571429,85.7142857142857,8,25
"wTtMC_YbNfo_2","2011-2016",82.8571428571429,95,11,26
"wTtMC_YbNfo_3","2016-2021",91.4285714285714,85.7142857142857,23,25
"wTtMC_yuwfV_3","2016-2021",85.7142857142857,85.7142857142857,2,16
"WX2UA_aRIsx_3","2016-2021",53.3333333333333,NA,0,4
"WX2UA_nnTGR_3","2016-2021",52.6315789473684,NA,0,15
"WX2UA_nnTGR_4","2016-2021",80,NA,0,15
"Y0psJ_FZBBg_2","2011-2016",86.6666666666667,88.4615384615385,0,12
"Y0psJ_FZBBg_3","2016-2021",60,63.4615384615385,0,12
"YPfxF_m7aN0_2","2016-2021",93.75,71.4285714285714,5,14
"yTKKH_jaQ6z_2","2016-2021",78.5714285714286,84,0,4
"yTKKH_M7YCH_2","2016-2021",80,84,0,6
"ZOK8T_JWK2j_3","2016-2021",90.9090909090909,57.5,0,11
