"","id","country","year","referendum","protestfinal","ethfrac","lang","relig","win","gwf","protest_cnts","sample_geddes","psyhint","infl","efw","gini","turnout","country_name","type","boycottopp","nelda_index","neldaindex","pop","gwf1","phat","ethfrac1","new_nelda","gwf2"
"11",238,"Rwanda",2008,0,0,0.32379999756813,NA,0.506600022315979,1,"party-military",NA,1,NA,NA,45.6100006103516,50.8199996948242,98.5,53,0,0,0,-1.93558049201965,10222961,3,0.5,2,1.59274138322729e-09,NA
"12",243,"Senegal",2000,0,0,0.693899989128113,0.696099996566772,0.149700000882149,0,"party-based",0,1,4,0.731981992721558,20.1000003814697,NA,60.7999992370605,54,1,0,0,-1.93558049201965,9861679,2,0.135978117585182,2,1.59274138322729e-09,2
"13",87,"Egypt",2005,1,0,0.18359999358654,0.023700000718236,0.197899997234344,1,"party-personal-military",4,1,3,NA,51.9000015258789,32.1399993896484,28.1299991607666,19,0,0,NA,NA,71777678,5,0.359868705272675,1,NA,NA
"14",244,"Serbia (Yugoslavia)",1996,0,1,0.573599994182587,NA,NA,1,"party-personal",8,1,4,95.6008987426758,NA,32.7400016784668,53.2900009155273,55,0,0,3,1.64497518539429,7708878,4,0.575099050998688,2,0.714617967605591,NA
"15",155,"Kenya",1997,0,0,0.858799993991852,0.885999977588654,0.77649998664856,1,"party-based",15,1,4,NA,33,42.5099983215332,83.8600006103516,35,1,0,NA,NA,28943647,2,0.135978117585182,3,NA,2
"16",312,"Yemen",1997,0,0,NA,0.00800000037997961,0.00230000005103648,1,"personal",0,1,2,2.17672991752625,42.7799987792969,33.439998626709,61,69,0,0,NA,NA,16088019,6,0.311437249183655,3,NA,1
"17",84,"Egypt",1995,0,1,0.18359999358654,0.023700000718236,0.197899997234344,1,"party-personal-military",0,1,4,15.7421998977661,76.4000015258789,30.1299991607666,47.9900016784668,19,0,0,1,-0.616713464260101,61168397,5,0.359868705272675,1,0.26322340965271,NA
"18",287,"Tanzania",2005,0,0,0.735300004482269,0.898299992084503,0.633400022983551,1,"party-based",1,1,3,5.03457021713257,24.1499996185303,37.5800018310547,72,63,0,0,1,-0.871042251586914,38824384,2,0.135978117585182,3,0.212463721632957,2
"19",304,"Tunisia",2009,0,0,0.0394000001251698,0.0124000003561378,0.0104000000283122,1,"party-based",0,1,4,3.52481007575989,14.3400001525879,36.060001373291,89.4000015258789,65,0,0,NA,NA,10439600,2,0.135978117585182,1,NA,2
"20",194,"Namibia",1999,0,0,0.63289999961853,0.700500011444092,0.662599980831146,1,"party-based",NA,1,NA,NA,32.1879997253418,63.9000015258789,NA,43,0,0,0,-1.93558049201965,1857149,2,0.135978117585182,2,1.59274138322729e-09,2
"21",284,"Tanzania",2000,0,1,0.735300004482269,0.898299992084503,0.633400022983551,1,"party-based",2,1,3,5.92396020889282,34.5999984741211,34.6199989318848,84.4300003051758,63,1,0,NA,NA,34020512,2,0.135978117585182,3,NA,2
"22",45,"Cameroon",1997,0,0,0.863499999046326,0.889800012111664,0.733799993991852,1,"personal",0,1,3,4.7862401008606,16.1000003814697,40.4099998474121,81.4000015258789,10,1,0,1,-0.616713464260101,14709426,6,0.311437249183655,3,0.26322340965271,1
"23",102,"Gabon",1996,0,0,0.768999993801117,0.782100021839142,0.667400002479553,1,"party-personal",0,1,7,0.689692974090576,22.0200004577637,41.4500007629395,64,23,0,0,3,1.64497518539429,1108698,4,0.575099050998688,3,0.714617967605591,NA
"24",144,"Iran",2004,0,0,0.66839998960495,0.746200025081635,0.115199998021126,0,"",0,1,NA,14.7615003585815,33.5,38.2799987792969,NA,32,0,0,2,0.813178300857544,69342126,NA,NA,2,0.548605442047119,NA
"25",29,"Belarus",2006,0,1,0.322200000286102,0.466600000858307,0.611599981784821,1,"personal",1,1,4,7.03303003311157,NA,28.6299991607666,NA,6,1,0,2,0.813178300857544,9604000,6,0.311437249183655,2,0.548605442047119,1
"26",34,"Botswana",2004,0,0,0.410199999809265,0.41100001335144,0.598599970340729,1,"party-based",NA,1,NA,NA,43.2000007629395,60.9599990844727,76.1999969482422,7,0,0,NA,NA,1854739,2,0.135978117585182,2,NA,2
"27",259,"Singapore",2011,0,0,0.385699987411499,0.383500009775162,0.6560999751091,1,"party-based",0,1,NA,NA,21.2999992370605,42.4799995422363,93.1800003051758,57,0,0,NA,NA,5183700,2,0.135978117585182,2,NA,2
"28",319,"Zambia",2006,0,1,0.780799984931946,0.873399972915649,0.735899984836578,1,"party-based",0,1,4,9.01957035064697,25.1700000762939,54.6300010681152,70.7399978637695,70,0,0,NA,NA,11781612,2,0.135978117585182,3,NA,2
"29",106,"Gabon",2006,0,1,0.768999993801117,0.782100021839142,0.667400002479553,1,"party-personal",0,1,5,-1.40939998626709,19.5,41.4500007629395,NA,23,0,0,0,-1.93558049201965,1412907,4,0.575099050998688,3,1.59274138322729e-09,NA
"30",151,"Kazakhstan",2004,0,0,0.61710000038147,0.66210001707077,0.589800000190735,1,"personal",0,1,4,6.88205003738403,16.3400001525879,32.25,56.75,34,0,0,2,0.813178300857544,15012985,6,0.311437249183655,2,0.548605442047119,1
